file,row_index,correct_answer,rationale
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0021.mp4,0,C,"In the final part of the video, the dark-haired woman is shown lying on the ground, confined by a dense, cage-like network of gnarled brown roots."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0015.mp4,1,B,"In the target scene, the woman is seen walking away from her discarded orange dress and stepping into the pool of water while the man watches her from the shore."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0018.mp4,2,B,"In the target scene, the attacker's face is revealed to have the same braid and distinct cuts on the forehead and lip as the woman shown at the start of the video when she and the man stop fighting and embrace."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0010.mp4,3,B,"In the target scene, the man with long hair is clearly visible standing on an elevated wooden balcony and leaning over the railing while looking down into the cell area."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0009.mp4,4,C,"In the target scene, as the man with long hair is struck and falls to the forest floor, a large pumpkin is clearly visible on the ground next to him and a discarded brown hat."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0003.mp4,5,B,"In the final shots of the scene, the woman is shown running through the forest and then coming to a stop while holding the same mechanical crossbow she used earlier to fight the figure in the cabin."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0019.mp4,6,B,"In the target scene, the man points to a colorful drawing on the wooden planks of the wall that depicts two stylized figures, a boy and a girl, standing next to each other. The woman uses the candle she picked up during the context to illuminate this specific part of the room."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0014.mp4,7,B,"In the final moments of the clip, the woman is seen cautiously moving behind a massive, moss-covered fallen tree trunk and crouching down to hide from the large creature eating a boar."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0002.mp4,8,A,"In the target scene, the labels on the glass bottles are clearly visible, featuring drawings of children's faces accompanied by text such as ""Child Missing"" and ""Child Lost."""
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0025.mp4,9,C,"The man is seen holding a long, blue firearm with a distinctive textured barrel and aiming it toward the attacker jumping from the house."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0028.mp4,10,C,The young man walking in the middle of the group is clearly shown holding and looking down at a yellow piece of parchment or map as they travel through the desert.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0027.mp4,11,C,"In the target scene, after the woman crawls to pick up the small metallic object, she brings it to the man and they both hold it as it is pressed into his forearm to deliver an injection."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0013.mp4,12,C,"After the woman wakes up and sits up in the bed, she turns her head and looks directly at a piece of paper pinned to the wall that features a hand-drawn portrait of a person."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0008.mp4,13,C,"In the target scene, the woman previously identified by her reflection in the mirror is shown walking through the market carrying a wicker basket and a large orange gourd (pumpkin). She is still holding these objects when she approaches the man after he collapses onto the stone steps."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0001.mp4,14,C,"The context shows two children overpowering a white-haired woman and successfully shoving her into a large furnace before closing the door. In the target scene, her hands are seen beating against the glass from the inside as the fire intensifies."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0016.mp4,15,D,"In the latter part of the video, a close-up shot shows the dark-haired woman with blood on her face draped over the large creature's shoulder as it moves through the forest."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0007.mp4,16,C,"The woman is shown lying in a bed with a striped blanket, her eyes are closed and her head is resting on a pillow as she appears to be sleeping."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0011.mp4,17,B,"The woman from the earlier house scene is shown on a balcony in the target scene, where she aims a crossbow with two distinct sets of bow limbs at both 01:10 and 01:22."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0005.mp4,18,C,"In the target scene, specifically around 1:14 to 1:18, the black dog from the earlier village context is seen lying on the ground on the right side of the campfire while the men turn around to look at the woman."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0004.mp4,19,B,"The target scene shows the young man being pushed from behind, falling face-first onto the ground, and then being stepped on by several people in the panicked crowd before he is shown lying still."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0021.mp4,20,B,"In the target scene, after the person catches themselves on the edge of the building, the camera shows the wooden broomstick resting stationary on the dark grey tiles of the sloped roof."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0030.mp4,21,B,"The boy who was wearing the red and gold scarf on the bridge is shown in a bath, where he reaches for a large golden egg and opens it."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0000.mp4,22,A,"As the camera pans toward the house in the distance, the hooded, winged statue holding a scythe, which was shown prominently earlier in the graveyard, is visible on the right side of the frame."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0029.mp4,23,D,"In the target scene, the boy is shown lying in a bed with his eyes closed, breathing heavily as if asleep or having a nightmare. The context identifies him as the character who was previously seen at the formal event wearing a white bow tie and glasses."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0018.mp4,24,A,The man is shown sitting and using both hands to pull and secure a mechanical metal leg onto his stump.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0010.mp4,25,B,"In the target scene, after the classes end, the boy with glasses and the red-haired boy are shown walking and talking to each other while descending a large, circular stone staircase along with other students."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0009.mp4,26,B,"The target scene concludes with the man using his wand to direct the creature into a glass sphere on a desk, where it is shown magnified. This is a different container than the jar shown at the beginning of the classroom sequence."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0031.mp4,27,C,"In the target scene, specifically around 01:06 and 01:08, the golden egg is clearly visible resting on the wooden table to the left of the boy while he is researching in the library."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0006.mp4,28,B,"In the target scene, after the ship has fully risen from the water, a large white sail is unfurled, revealing a prominent red bird-like emblem in the center."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0003.mp4,29,A,"In the target scene, the group of characters from the campsite is shown leaning over the railing of a high metal platform, yelling and waving their arms enthusiastically as players fly into the stadium on broomsticks."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0044.mp4,30,B,"In the target scene, the tall, pale figure is shown grabbing the other man's arm and pressing the tip of the thin, white wand firmly into a dark tattoo of a skull and snake."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0037.mp4,31,C,"In the final moments of the video, the boy is shown splashing out of the stone basin and landing on the floor of the dark room, which was established as his original location in the context."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0014.mp4,32,B,"In the target scene, after the man with the long white beard adds a silvery substance to the stone basin, the camera zooms in to show a piece of paper with the name ""Harry Potter"" clearly written on it."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0002.mp4,33,B,"In the target scene, the young man who was seen jumping from a tree earlier reaches down to grab the hand of a boy sitting on the grass and pulls him to his feet."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0026.mp4,34,C,"The person who was shown examining themselves in a mirror is later seen in the hall wearing a brown robe with large, frilly white lace ruffles visible at the neck and sleeves."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0023.mp4,35,C,"In the target scene, a golden egg is visible resting on the long wooden table. The context shows this same golden egg being opened in a crowded room, which produced a loud sound that caused everyone to cover their ears."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0042.mp4,36,B,"In the target scene, the glowing blue trophy is seen lying on the grass in the graveyard as the individual in the yellow and black shirt stands over it to look at it."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0027.mp4,37,C,The girl in the pink dress and the man in the red uniform are seen spinning and dancing together among several other couples in the middle of the hall.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0022.mp4,38,B,"In the final part of the clip, the individual in the red and black outfit is seen flying into the circular arena while mounted on a broomstick, greeted by the cheering crowd."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0035.mp4,39,C,"The girl in the light blue robe, who was seen waiting on the structure earlier, approaches the boy wearing the red vest and kisses him on both cheeks."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0001.mp4,40,B,"In the target scene, the boy is shown lying in bed, breathing heavily and holding his hand against his forehead as he wakes up from the distressing events shown in the previous scene."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0034.mp4,41,C,"Upon surfacing with the girl, the swimmer's shark head vanishes, revealing his human face as he gasps for air."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0048.mp4,42,C,"In the target scene, the man with long black hair is shown holding the flask and sniffing it to identify the liquid inside. The context identifies this flask as the one the man with the artificial eye was drinking from and searching for earlier."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0011.mp4,43,B,The target scene shows the two characters on the floor with long white hair and beards as they look at one another and start fighting.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0038.mp4,44,A,"In the target scene, the participant wearing the yellow and black shirt walks over to the man in the brown jacket (who was shown cheering in the stands earlier) and the two of them embrace."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0050.mp4,45,B,"In the final shots, a team of winged horses is clearly shown pulling a carriage through the sky, while a large sailing ship is visible on the surface of the water in the distance behind them."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0005.mp4,46,B,A hazy green shape appears in the sky during the night scene in the target portion of the video. The context identifies this shape more clearly by showing it earlier as a glowing green skull with a snake emerging from its mouth.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0045.mp4,47,C,"The context shows a boy in a yellow and black shirt lying dead on the ground. In the target scene, during the wide shots of the confrontation, the same boy is visible lying motionless on the grass in the background while the man in black and the boy in red are in the foreground."
3015_CHARLIE_ST_CLOUD/segment_0004.mp4,48,C,"In the target scene, the camera zooms in on a headstone bearing the name ""Timothy Patrick Sullivan,"" which is the specific grave the man in the military uniform was seen polishing with a cloth earlier in the cemetery. Other names like Samuel St. Cloud appear on a separate grave at the beginning of the video, while the names Adam S. Wybern, Thomas L. MacTeal, and Kevin J. Thorton are visible on adjacent headstones in the background of the target scene."
3015_CHARLIE_ST_CLOUD/segment_0021.mp4,49,C,"In the target scene, specifically around the 01:17 mark, the man is shown using a flashlight to find and then attempt to free a woman with long hair who is trapped underwater. This distinguishes the person being rescued from the other characters introduced in the context, such as the young boy or the men on the boat."
3015_CHARLIE_ST_CLOUD/segment_0015.mp4,50,C,"In the target scene, the man is shown sitting at a table in a dark room, where he picks up a glass and takes a drink. The context helps identify him as the same person who was previously shown running through the forest wearing the same dark t-shirt."
3015_CHARLIE_ST_CLOUD/segment_0018.mp4,51,C,"In the target scene, when the man flips the light switch, the camera shows a floor covered in numerous scattered papers and newspapers. These are the same items he was seen searching through and knocking over in the context before he left for the forest."
3015_CHARLIE_ST_CLOUD/segment_0010.mp4,52,B,"In the target scene, when the man bangs the metal lids together to scare the geese, the woman is seen popping up from a seated or crouching position on the ground behind a manicured green hedge. The context at the beginning of the video establishes her identity as the person who was navigating the sailboat."
3015_CHARLIE_ST_CLOUD/segment_0009.mp4,53,C,"In the target scene, the woman is seen on the deck of the red boat (labeled ""Querencia"" and ""Quincy Harbor""), holding a white radio device to her mouth and speaking into it."
3015_CHARLIE_ST_CLOUD/segment_0012.mp4,54,B,"In the target scene, the characters stand next to a wall covered in various papers and a large map. The context provides clear, close-up shots of these same papers earlier, identifying them as detailed sketches and technical diagrams of sailboats."
3015_CHARLIE_ST_CLOUD/segment_0003.mp4,55,B,"In the target scene, during the high-angle shot of the forest clearing, a red baseball glove is seen lying on the ground directly in front of the kneeling man."
3015_CHARLIE_ST_CLOUD/segment_0014.mp4,56,B,"After the man follows the clue on the note he found, he looks out at the water and sees the woman sitting on a sailboat with a red-and-white sail as it approaches the shore."
3015_CHARLIE_ST_CLOUD/segment_0024.mp4,57,B,"In the target scene, the boy walks toward the man who is already crouching and then lowers himself to sit on the ground beside him."
3015_CHARLIE_ST_CLOUD/segment_0002.mp4,58,C,"In the target scene, the man is clearly shown running through the forest while clutching a brown leather baseball glove in his right hand. This is the same object he was holding earlier in the context while standing with the crowd at the cemetery."
3015_CHARLIE_ST_CLOUD/segment_0023.mp4,59,C,"During the close-up shots of the man talking on the dock, his face is clearly shown to be free of the medical adhesive strips and the dark bruising that were present during his time in the hospital."
3015_CHARLIE_ST_CLOUD/segment_0013.mp4,60,B,"After the characters interact and the woman begins to walk away, a large statue of an angel with its wings spread is clearly visible in the foggy background of the cemetery."
3015_CHARLIE_ST_CLOUD/segment_0022.mp4,61,B,"In the target scene, the man is shown sitting inside a vehicle with a dark, thick garment or blanket draped over his shoulders. This is a visible change from the context, where he was shown shirtless while navigating the dark, rocky cave."
3015_CHARLIE_ST_CLOUD/segment_0008.mp4,62,B,"The woman is shown standing on the deck of the sailboat, positioned behind the man as he pulls on the rigging. Her presence on the boat is confirmed when she leans against the railing and speaks to him."
3015_CHARLIE_ST_CLOUD/segment_0001.mp4,63,C,"In the final sequence of the video, the silver car is shown lying completely overturned on the asphalt with its wheels facing upward and smoke rising from the chassis."
3015_CHARLIE_ST_CLOUD/segment_0016.mp4,64,B,"The yellow dog is shown walking along the sidewalk directly behind a woman wearing a green hooded sweater who is carrying shopping bags. The woman in the denim jacket, who was with the dog in the earlier part of the video, is shown watching them from a distance."
